id,material_id,ori_title,creative_id_image,creative_id_brand,creative_id_price,creative_id_promotion,level_one_category_name,is_white_image
906,,迈克补胎胶水内胎专用强力修补摩托电动车山地自行车维修冷补胶片,https://img.alicdn.com/bao/uploaded/O1CN01qs15yS1UXryTgaPC7_!!6000000002528-0-yinhe.jpg,THUMBS UP,2.47,,自行车/骑行装备/零配件,1
77439,6,迪卡侬官方旗舰店儿童自行车单车14寸男孩女孩2-4岁平衡小童OVBK,https://img.alicdn.com/bao/uploaded/O1CN01X0vN7q1sweVzLoXXt_!!6000000005831-0-yinhe.jpg,Decathlon/迪卡侬,599.9,,自行车/骑行装备/零配件,1
36234,89512,达恩2025新款春夏双箭头连体骑行服防晒冰感长袖上衣自行车装备服,https://img.alicdn.com/bao/uploaded/O1CN01PCMktx1CJzDQmPByg_!!6000000000061-0-yinhe.jpg,DONEN,509.0,官方8.5折,自行车/骑行装备/零配件,1
97024,,麦瑞克跑步机家用折叠静音坡度新款大型室内商用器材健身房幻影X7,https://img.alicdn.com/bao/uploaded/O1CN01SbuPhs1WmBv0T71ry_!!6000000002830-0-yinhe.jpg,MERACH/麦瑞克,3899.0,满1899减500,运动/瑜伽/健身/球迷用品,1
73872,,多特倍斯金达威泛醇辅酶coq10氧化型美国原装进口备孕夫妻同补,https://img.alicdn.com/bao/uploaded/O1CN01ww1UoZ1XQUl7ODQ2b_!!6000000002918-0-yinhe.jpg,Doctor's Best,299.0,限时优惠160元,孕妇装/孕产妇用品/营养,1
106309,,babycare纸尿裤日用Airpro婴儿超薄款透气夏日男宝宝女尿不湿尿片,https://img.alicdn.com/bao/uploaded/O1CN01fsHRgZ1Ephr2NBtwB_!!6000000000401-0-yinhe.jpg,bc babycare,79.0,补贴49元,婴童尿裤,1
20758,102386,君乐宝奶粉恬适小分子蛋白3段12-36个月幼儿配方牛奶粉800g*1罐,https://img.alicdn.com/bao/uploaded/O1CN01z4gFkC1R3hJFBv5Pk_!!6000000002056-0-yinhe.jpg,君乐宝,199.0,1件减101元,奶粉/辅食/营养品/零食,1
1246735,89512,巴拉巴拉balaOne童装儿童打底裤女童2025秋冬装新款加绒长裤耐磨,https://img.alicdn.com/bao/uploaded/O1CN01eoKx4q1eAC0IRpP88_!!6000000003830-0-yinhe.jpg,巴拉巴拉,119.0,,童装/婴儿装/亲子装,1
29421,102386,卡布星空城堡拉拉裤试用装超薄透气纸尿裤体验装婴儿宝宝尿不布湿,https://img.alicdn.com/bao/uploaded/O1CN01elXo8f1Eb3CfN4Gz2_!!6000000000369-0-yinhe.jpg,卡布（母婴）,3.99,直降21.51元,婴童尿裤,1
65549,6,【618立即抢购】babycare皇室pro裸感纸尿裤新生儿宝宝尿不湿4包,https://img.alicdn.com/bao/uploaded/O1CN01zIVFRV1y95IXC8KIE_!!6000000006535-0-yinhe.jpg,bc babycare,812.0,,婴童尿裤,1
63189,,爽然洗脸巾一次性绵柔洁面巾干湿两用新生婴儿擦脸巾家庭实惠装,https://img.alicdn.com/bao/uploaded/O1CN017riCnO26VXfnvPAtZ_!!6000000007667-0-yinhe.jpg,爽然,21.9,直降1元,婴童用品,1
